LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes
AUS,MEATCONSUMP,PIG,KG_CAP,A,2018,21.9064436513338,
AUS,MEATCONSUMP,POULTRY,KG_CAP,A,1990,21.9466851637049,
AUS,MEATCONSUMP,POULTRY,KG_CAP,A,1991,22.2432282106736,
AUS,MEATCONSUMP,POULTRY,KG_CAP,A,1992,22.3287102068472,
AUS,MEATCONSUMP,POULTRY,KG_CAP,A,1993,23.693230570620003,
AUS,MEATCONSUMP,POULTRY,KG_CAP,A,1994,24.3577748547104,
AUS,MEATCONSUMP,POULTRY,KG_CAP,A,1995,24.1051555307281,
AUS,MEATCONSUMP,POULTRY,KG_CAP,A,1996,24.504082042132396,
AUS,MEATCONSUMP,POULTRY,KG_CAP,A,1997,25.6785320963409,
AUS,MEATCONSUMP,POULTRY,KG_CAP,A,1998,27.5269804921445,
AUS,MEATCONSUMP,POULTRY,KG_CAP,A,1999,27.8894770293985,
AUS,MEATCONSUMP,POULTRY,KG_CAP,A,2000,29.5657200392514,
AUS,MEATCONSUMP,POULTRY,KG_CAP,A,2001,29.1132323981281,
AUS,MEATCONSUMP,POULTRY,KG_CAP,A,2002,32.3703094760919,
AUS,MEATCONSUMP,POULTRY,KG_CAP,A,2003,31.2912986982974,
AUS,MEATCONSUMP,POULTRY,KG_CAP,A,2004,32.6971727363593,
AUS,MEATCONSUMP,POULTRY,KG_CAP,A,2005,33.990671376605704,
AUS,MEATCONSUMP,POULTRY,KG_CAP,A,2006,35.105645015657394,
AUS,MEATCONSUMP,POULTRY,KG_CAP,A,2007,34.718960127684305,
AUS,MEATCONSUMP,POULTRY,KG_CAP,A,2008,33.244754207111605,
AUS,MEATCONSUMP,POULTRY,KG_CAP,A,2009,33.5966590127255,
AUS,MEATCONSUMP,POULTRY,KG_CAP,A,2010,37.70348012302321,
AUS,MEATCONSUMP,POULTRY,KG_CAP,A,2011,39.6017036529553,
AUS,MEATCONSUMP,POULTRY,KG_CAP,A,2012,40.4637372055174,
AUS,MEATCONSUMP,POULTRY,KG_CAP,A,2013,40.3420558023896,
AUS,MEATCONSUMP,POULTRY,KG_CAP,A,2014,41.0586162990676,
AUS,MEATCONSUMP,POULTRY,KG_CAP,A,2015,42.26944951275561,
AUS,MEATCONSUMP,POULTRY,KG_CAP,A,2016,44.7812173897473,
AUS,MEATCONSUMP,POULTRY,KG_CAP,A,2017,43.5651252075566,
AUS,MEATCONSUMP,POULTRY,KG_CAP,A,2018,44.1278736953786,
AUS,MEATCONSUMP,SHEEP,KG_CAP,A,1990,18.923141263899694,
AUS,MEATCONSUMP,SHEEP,KG_CAP,A,1991,19.322551396102106,
AUS,MEATCONSUMP,SHEEP,KG_CAP,A,1992,17.8750444656475,
AUS,MEATCONSUMP,SHEEP,KG_CAP,A,1993,17.4067586911623,
AUS,MEATCONSUMP,SHEEP,KG_CAP,A,1994,18.417391319550198,
AUS,MEATCONSUMP,SHEEP,KG_CAP,A,1995,15.045327174613302,
AUS,MEATCONSUMP,SHEEP,KG_CAP,A,1996,14.7286437418333,
AUS,MEATCONSUMP,SHEEP,KG_CAP,A,1997,14.9969643164229,
AUS,MEATCONSUMP,SHEEP,KG_CAP,A,1998,15.411696191120901,
AUS,MEATCONSUMP,SHEEP,KG_CAP,A,1999,15.188768192555301,
AUS,MEATCONSUMP,SHEEP,KG_CAP,A,2000,16.3041118008929,
AUS,MEATCONSUMP,SHEEP,KG_CAP,A,2001,14.919990825248599,
AUS,MEATCONSUMP,SHEEP,KG_CAP,A,2002,13.7269041687755,
AUS,MEATCONSUMP,SHEEP,KG_CAP,A,2003,12.107972252425402,
AUS,MEATCONSUMP,SHEEP,KG_CAP,A,2004,11.9430947286726,
AUS,MEATCONSUMP,SHEEP,KG_CAP,A,2005,11.956337500940599,
AUS,MEATCONSUMP,SHEEP,KG_CAP,A,2006,12.3418217574498,
AUS,MEATCONSUMP,SHEEP,KG_CAP,A,2007,12.568424783631404,
AUS,MEATCONSUMP,SHEEP,KG_CAP,A,2008,10.9866568441466,
AUS,MEATCONSUMP,SHEEP,KG_CAP,A,2009,10.339179039515999,
AUS,MEATCONSUMP,SHEEP,KG_CAP,A,2010,8.98722076021715,
AUS,MEATCONSUMP,SHEEP,KG_CAP,A,2011,8.06685727090354,
AUS,MEATCONSUMP,SHEEP,KG_CAP,A,2012,8.75431627080873,
AUS,MEATCONSUMP,SHEEP,KG_CAP,A,2013,8.76198894034308,
AUS,MEATCONSUMP,SHEEP,KG_CAP,A,2014,8.15850963925027,
AUS,MEATCONSUMP,SHEEP,KG_CAP,A,2015,9.39797310500404,
AUS,MEATCONSUMP,SHEEP,KG_CAP,A,2016,8.55472675043961,
AUS,MEATCONSUMP,SHEEP,KG_CAP,A,2017,7.774058353916709,
AUS,MEATCONSUMP,SHEEP,KG_CAP,A,2018,7.28234657114472,
CAN,MEATCONSUMP,BEEF,KG_CAP,A,1990,24.864912677285105,
CAN,MEATCONSUMP,BEEF,KG_CAP,A,1991,24.320258590903396,
CAN,MEATCONSUMP,BEEF,KG_CAP,A,1992,23.695982821519603,
CAN,MEATCONSUMP,BEEF,KG_CAP,A,1993,22.6752185367554,
CAN,MEATCONSUMP,BEEF,KG_CAP,A,1994,23.0936308274445,
CAN,MEATCONSUMP,BEEF,KG_CAP,A,1995,23.1770330063618,
CAN,MEATCONSUMP,BEEF,KG_CAP,A,1996,22.920398504739598,
CAN,MEATCONSUMP,BEEF,KG_CAP,A,1997,22.9821630831534,
CAN,MEATCONSUMP,BEEF,KG_CAP,A,1998,23.258232931168,
CAN,MEATCONSUMP,BEEF,KG_CAP,A,1999,23.6815793348395,
CAN,MEATCONSUMP,BEEF,KG_CAP,A,2000,23.2983588862398,
CAN,MEATCONSUMP,BEEF,KG_CAP,A,2001,22.394780718814893,
CAN,MEATCONSUMP,BEEF,KG_CAP,A,2002,22.3128746441393,
CAN,MEATCONSUMP,BEEF,KG_CAP,A,2003,23.5508928441005,
CAN,MEATCONSUMP,BEEF,KG_CAP,A,2004,22.615563532818108,
CAN,MEATCONSUMP,BEEF,KG_CAP,A,2005,21.9099736777162,
CAN,MEATCONSUMP,BEEF,KG_CAP,A,2006,21.639157626569705,
CAN,MEATCONSUMP,BEEF,KG_CAP,A,2007,22.0857172160288,
CAN,MEATCONSUMP,BEEF,KG_CAP,A,2008,21.430377463452,
CAN,MEATCONSUMP,BEEF,KG_CAP,A,2009,20.407413993872897,
CAN,MEATCONSUMP,BEEF,KG_CAP,A,2010,20.2925987632881,
CAN,MEATCONSUMP,BEEF,KG_CAP,A,2011,19.804266365925105,
CAN,MEATCONSUMP,BEEF,KG_CAP,A,2012,20.024611823744,
CAN,MEATCONSUMP,BEEF,KG_CAP,A,2013,19.8356049177582,
CAN,MEATCONSUMP,BEEF,KG_CAP,A,2014,19.209304730540303,
CAN,MEATCONSUMP,BEEF,KG_CAP,A,2015,17.670715220532102,
CAN,MEATCONSUMP,BEEF,KG_CAP,A,2016,18.0531748257128,
CAN,MEATCONSUMP,BEEF,KG_CAP,A,2017,18.0733324180365,
CAN,MEATCONSUMP,BEEF,KG_CAP,A,2018,17.966153705183498,
CAN,MEATCONSUMP,PIG,KG_CAP,A,1990,20.4840765863037,
CAN,MEATCONSUMP,PIG,KG_CAP,A,1991,20.253503935837106,
CAN,MEATCONSUMP,PIG,KG_CAP,A,1992,22.216428348720303,
CAN,MEATCONSUMP,PIG,KG_CAP,A,1993,21.6254245932342,
CAN,MEATCONSUMP,PIG,KG_CAP,A,1994,22.240365769008303,
CAN,MEATCONSUMP,PIG,KG_CAP,A,1995,21.7698468735485,
CAN,MEATCONSUMP,PIG,KG_CAP,A,1996,20.364226248131,
CAN,MEATCONSUMP,PIG,KG_CAP,A,1997,19.9272945492365,
CAN,MEATCONSUMP,PIG,KG_CAP,A,1998,22.478185629369893,
CAN,MEATCONSUMP,PIG,KG_CAP,A,1999,23.551538385054602,
CAN,MEATCONSUMP,PIG,KG_CAP,A,2000,22.4688683769235,
CAN,MEATCONSUMP,PIG,KG_CAP,A,2001,22.698940251925503,
CAN,MEATCONSUMP,PIG,KG_CAP,A,2002,21.851884153096695,
CAN,MEATCONSUMP,PIG,KG_CAP,A,2003,19.7237063487742,
CAN,MEATCONSUMP,PIG,KG_CAP,A,2004,20.917469573858,
CAN,MEATCONSUMP,PIG,KG_CAP,A,2005,18.078194981538,
CAN,MEATCONSUMP,PIG,KG_CAP,A,2006,18.3803008214031,
CAN,MEATCONSUMP,PIG,KG_CAP,A,2007,19.6414916299646,
CAN,MEATCONSUMP,PIG,KG_CAP,A,2008,18.663491510198,
CAN,MEATCONSUMP,PIG,KG_CAP,A,2009,18.4577708601147,
CAN,MEATCONSUMP,PIG,KG_CAP,A,2010,17.2696746036457,
CAN,MEATCONSUMP,PIG,KG_CAP,A,2011,16.741150298353,
CAN,MEATCONSUMP,PIG,KG_CAP,A,2012,17.445309743743,
CAN,MEATCONSUMP,PIG,KG_CAP,A,2013,16.3449431925435,
CAN,MEATCONSUMP,PIG,KG_CAP,A,2014,16.119935475985102,
CAN,MEATCONSUMP,PIG,KG_CAP,A,2015,18.0324897205705,
CAN,MEATCONSUMP,PIG,KG_CAP,A,2016,16.2477304142939,
CAN,MEATCONSUMP,PIG,KG_CAP,A,2017,16.005627081735998,
CAN,MEATCONSUMP,PIG,KG_CAP,A,2018,16.0446999235398,
CAN,MEATCONSUMP,POULTRY,KG_CAP,A,1990,24.286467918598,
CAN,MEATCONSUMP,POULTRY,KG_CAP,A,1991,24.2590248406414,
CAN,MEATCONSUMP,POULTRY,KG_CAP,A,1992,24.285608583603306,
CAN,MEATCONSUMP,POULTRY,KG_CAP,A,1993,24.8948037920815,
CAN,MEATCONSUMP,POULTRY,KG_CAP,A,1994,26.493108981448106,
CAN,MEATCONSUMP,POULTRY,KG_CAP,A,1995,26.1754395906209,
CAN,MEATCONSUMP,POULTRY,KG_CAP,A,1996,25.982874075370397,
CAN,MEATCONSUMP,POULTRY,KG_CAP,A,1997,26.4719597901893,
CAN,MEATCONSUMP,POULTRY,KG_CAP,A,1998,27.065742209243304,
CAN,MEATCONSUMP,POULTRY,KG_CAP,A,1999,28.254048790623894,
CAN,MEATCONSUMP,POULTRY,KG_CAP,A,2000,29.564311370987802,
CAN,MEATCONSUMP,POULTRY,KG_CAP,A,2001,30.747971482880203,
CAN,MEATCONSUMP,POULTRY,KG_CAP,A,2002,31.070178320928306,
CAN,MEATCONSUMP,POULTRY,KG_CAP,A,2003,31.1981050598325,
CAN,MEATCONSUMP,POULTRY,KG_CAP,A,2004,31.423656500523897,
CAN,MEATCONSUMP,POULTRY,KG_CAP,A,2005,31.5672993974848,
CAN,MEATCONSUMP,POULTRY,KG_CAP,A,2006,31.822421276474905,
CAN,MEATCONSUMP,POULTRY,KG_CAP,A,2007,31.924171000715603,
CAN,MEATCONSUMP,POULTRY,KG_CAP,A,2008,32.017521171069305,
CAN,MEATCONSUMP,POULTRY,KG_CAP,A,2009,31.637965505065694,
CAN,MEATCONSUMP,POULTRY,KG_CAP,A,2010,31.321612466167693,
CAN,MEATCONSUMP,POULTRY,KG_CAP,A,2011,30.327718896243702,
CAN,MEATCONSUMP,POULTRY,KG_CAP,A,2012,30.0834158041217,
CAN,MEATCONSUMP,POULTRY,KG_CAP,A,2013,30.388365758851695,
CAN,MEATCONSUMP,POULTRY,KG_CAP,A,2014,31.2147146300877,
CAN,MEATCONSUMP,POULTRY,KG_CAP,A,2015,32.6267255181398,
CAN,MEATCONSUMP,POULTRY,KG_CAP,A,2016,33.2734139245195,
CAN,MEATCONSUMP,POULTRY,KG_CAP,A,2017,33.5540689461262,
CAN,MEATCONSUMP,POULTRY,KG_CAP,A,2018,33.788648531206,
CAN,MEATCONSUMP,SHEEP,KG_CAP,A,1990,0.729611146339032,
CAN,MEATCONSUMP,SHEEP,KG_CAP,A,1991,0.7634440647873599,
CAN,MEATCONSUMP,SHEEP,KG_CAP,A,1992,0.7403547377339978,
CAN,MEATCONSUMP,SHEEP,KG_CAP,A,1993,0.751539837812307,
CAN,MEATCONSUMP,SHEEP,KG_CAP,A,1994,0.7224678624695741,
CAN,MEATCONSUMP,SHEEP,KG_CAP,A,1995,0.712582201892235,
CAN,MEATCONSUMP,SHEEP,KG_CAP,A,1996,0.663371832925463,
CAN,MEATCONSUMP,SHEEP,KG_CAP,A,1997,0.651252058729599,
CAN,MEATCONSUMP,SHEEP,KG_CAP,A,1998,0.7292991674037901,
CAN,MEATCONSUMP,SHEEP,KG_CAP,A,1999,0.753036558489551,
CAN,MEATCONSUMP,SHEEP,KG_CAP,A,2000,0.8288741591109491,
CAN,MEATCONSUMP,SHEEP,KG_CAP,A,2001,0.9102185959253408,
CAN,MEATCONSUMP,SHEEP,KG_CAP,A,2002,0.909478910384696,
CAN,MEATCONSUMP,SHEEP,KG_CAP,A,2003,0.951570526264136,
CAN,MEATCONSUMP,SHEEP,KG_CAP,A,2004,0.972840537278036,
CAN,MEATCONSUMP,SHEEP,KG_CAP,A,2005,0.98199044969676,
CAN,MEATCONSUMP,SHEEP,KG_CAP,A,2006,1.06531393638746,
CAN,MEATCONSUMP,SHEEP,KG_CAP,A,2007,1.0697565337203,
CAN,MEATCONSUMP,SHEEP,KG_CAP,A,2008,1.02345608747647,
CAN,MEATCONSUMP,SHEEP,KG_CAP,A,2009,1.01204673086409,
CAN,MEATCONSUMP,SHEEP,KG_CAP,A,2010,0.952407275577731,
CAN,MEATCONSUMP,SHEEP,KG_CAP,A,2011,0.930740317317813,
CAN,MEATCONSUMP,SHEEP,KG_CAP,A,2012,0.846953893911312,
CAN,MEATCONSUMP,SHEEP,KG_CAP,A,2013,0.8778684854658829,
CAN,MEATCONSUMP,SHEEP,KG_CAP,A,2014,0.922149665066954,
CAN,MEATCONSUMP,SHEEP,KG_CAP,A,2015,0.915993172573386,
CAN,MEATCONSUMP,SHEEP,KG_CAP,A,2016,0.930445125908857,
CAN,MEATCONSUMP,SHEEP,KG_CAP,A,2017,0.9688044781539108,
CAN,MEATCONSUMP,SHEEP,KG_CAP,A,2018,0.950541935923681,
JPN,MEATCONSUMP,BEEF,KG_CAP,A,1990,5.99981049758111,
JPN,MEATCONSUMP,BEEF,KG_CAP,A,1991,6.40034475744222,
JPN,MEATCONSUMP,BEEF,KG_CAP,A,1992,6.649581579843531,
JPN,MEATCONSUMP,BEEF,KG_CAP,A,1993,7.28512494407701,
JPN,MEATCONSUMP,BEEF,KG_CAP,A,1994,8.0025961427879,
JPN,MEATCONSUMP,BEEF,KG_CAP,A,1995,8.40772424926212,
JPN,MEATCONSUMP,BEEF,KG_CAP,A,1996,7.96539156068326,
JPN,MEATCONSUMP,BEEF,KG_CAP,A,1997,8.071943711047501,
JPN,MEATCONSUMP,BEEF,KG_CAP,A,1998,8.18581340517315,
JPN,MEATCONSUMP,BEEF,KG_CAP,A,1999,8.17300630274938,
JPN,MEATCONSUMP,BEEF,KG_CAP,A,2000,8.61750308745279,
JPN,MEATCONSUMP,BEEF,KG_CAP,A,2001,7.02935621571887,
JPN,MEATCONSUMP,BEEF,KG_CAP,A,2002,7.12782920618426,
JPN,MEATCONSUMP,BEEF,KG_CAP,A,2003,6.97939772430218,
JPN,MEATCONSUMP,BEEF,KG_CAP,A,2004,6.96167838065768,
JPN,MEATCONSUMP,BEEF,KG_CAP,A,2005,6.233890120436961,
JPN,MEATCONSUMP,BEEF,KG_CAP,A,2006,6.18707736424801,
JPN,MEATCONSUMP,BEEF,KG_CAP,A,2007,6.37948927083143,
JPN,MEATCONSUMP,BEEF,KG_CAP,A,2008,6.38499514914402,
JPN,MEATCONSUMP,BEEF,KG_CAP,A,2009,6.49115778920567,
JPN,MEATCONSUMP,BEEF,KG_CAP,A,2010,6.706219441859091,
JPN,MEATCONSUMP,BEEF,KG_CAP,A,2011,6.72186598167755,
JPN,MEATCONSUMP,BEEF,KG_CAP,A,2012,6.730751448238242,
JPN,MEATCONSUMP,BEEF,KG_CAP,A,2013,6.726993431370749,
JPN,MEATCONSUMP,BEEF,KG_CAP,A,2014,6.6891686331032805,
JPN,MEATCONSUMP,BEEF,KG_CAP,A,2015,6.48735333048517,
JPN,MEATCONSUMP,BEEF,KG_CAP,A,2016,6.4079913791247,
JPN,MEATCONSUMP,BEEF,KG_CAP,A,2017,7.26441593464928,
JPN,MEATCONSUMP,BEEF,KG_CAP,A,2018,7.4361151174256515,
JPN,MEATCONSUMP,PIG,KG_CAP,A,1990,12.978410839520901,
JPN,MEATCONSUMP,PIG,KG_CAP,A,1991,13.002172220691,
JPN,MEATCONSUMP,PIG,KG_CAP,A,1992,13.005145976466,
JPN,MEATCONSUMP,PIG,KG_CAP,A,1993,12.899627428688,
JPN,MEATCONSUMP,PIG,KG_CAP,A,1994,12.975070539972696,
JPN,MEATCONSUMP,PIG,KG_CAP,A,1995,13.028317815602401,
JPN,MEATCONSUMP,PIG,KG_CAP,A,1996,13.676405161834,
JPN,MEATCONSUMP,PIG,KG_CAP,A,1997,12.6920447631932,
JPN,MEATCONSUMP,PIG,KG_CAP,A,1998,12.5848212093381,
JPN,MEATCONSUMP,PIG,KG_CAP,A,1999,12.8633678862982,
JPN,MEATCONSUMP,PIG,KG_CAP,A,2000,13.3320061265308,
JPN,MEATCONSUMP,PIG,KG_CAP,A,2001,13.657893673142901,
JPN,MEATCONSUMP,PIG,KG_CAP,A,2002,14.333920827548699,
JPN,MEATCONSUMP,PIG,KG_CAP,A,2003,14.111669509309197,
JPN,MEATCONSUMP,PIG,KG_CAP,A,2004,15.051089448228801,
JPN,MEATCONSUMP,PIG,KG_CAP,A,2005,14.9500274608336,
JPN,MEATCONSUMP,PIG,KG_CAP,A,2006,13.994142486470402,
JPN,MEATCONSUMP,PIG,KG_CAP,A,2007,14.2601669872619,
JPN,MEATCONSUMP,PIG,KG_CAP,A,2008,14.5071319427002,
JPN,MEATCONSUMP,PIG,KG_CAP,A,2009,14.157680942770698,
JPN,MEATCONSUMP,PIG,KG_CAP,A,2010,14.347146325014801,
JPN,MEATCONSUMP,PIG,KG_CAP,A,2011,14.5969437925106,
JPN,MEATCONSUMP,PIG,KG_CAP,A,2012,14.5149554810215,
JPN,MEATCONSUMP,PIG,KG_CAP,A,2013,14.4895206254923,
JPN,MEATCONSUMP,PIG,KG_CAP,A,2014,14.678733014535801,
JPN,MEATCONSUMP,PIG,KG_CAP,A,2015,14.961053759997599,
JPN,MEATCONSUMP,PIG,KG_CAP,A,2016,15.378770392643002,
JPN,MEATCONSUMP,PIG,KG_CAP,A,2017,15.8335458010761,
JPN,MEATCONSUMP,PIG,KG_CAP,A,2018,16.168831047278303,
JPN,MEATCONSUMP,POULTRY,KG_CAP,A,1990,12.6110792529779,
JPN,MEATCONSUMP,POULTRY,KG_CAP,A,1991,11.8395280167047,
JPN,MEATCONSUMP,POULTRY,KG_CAP,A,1992,12.1938248756541,
JPN,MEATCONSUMP,POULTRY,KG_CAP,A,1993,11.9522768202148,
JPN,MEATCONSUMP,POULTRY,KG_CAP,A,1994,12.4754492378559,
JPN,MEATCONSUMP,POULTRY,KG_CAP,A,1995,12.5639519936567,
JPN,MEATCONSUMP,POULTRY,KG_CAP,A,1996,12.971796355364,
JPN,MEATCONSUMP,POULTRY,KG_CAP,A,1997,12.62561030651,
JPN,MEATCONSUMP,POULTRY,KG_CAP,A,1998,11.9554659498102,
JPN,MEATCONSUMP,POULTRY,KG_CAP,A,1999,12.007546907957401,
JPN,MEATCONSUMP,POULTRY,KG_CAP,A,2000,12.8393242225242,
JPN,MEATCONSUMP,POULTRY,KG_CAP,A,2001,13.212997108840899,
JPN,MEATCONSUMP,POULTRY,KG_CAP,A,2002,12.815455746304199,
JPN,MEATCONSUMP,POULTRY,KG_CAP,A,2003,12.672555662198699,
JPN,MEATCONSUMP,POULTRY,KG_CAP,A,2004,12.3916914544625,
JPN,MEATCONSUMP,POULTRY,KG_CAP,A,2005,13.1505855885055,
JPN,MEATCONSUMP,POULTRY,KG_CAP,A,2006,13.374894055650499,
JPN,MEATCONSUMP,POULTRY,KG_CAP,A,2007,13.4889934419878,
JPN,MEATCONSUMP,POULTRY,KG_CAP,A,2008,13.3276181841304,
JPN,MEATCONSUMP,POULTRY,KG_CAP,A,2009,13.680978425363,
JPN,MEATCONSUMP,POULTRY,KG_CAP,A,2010,14.277013980185304,
JPN,MEATCONSUMP,POULTRY,KG_CAP,A,2011,14.2111228182716,
JPN,MEATCONSUMP,POULTRY,KG_CAP,A,2012,15.1187071341976,
JPN,MEATCONSUMP,POULTRY,KG_CAP,A,2013,15.0414103895383,
JPN,MEATCONSUMP,POULTRY,KG_CAP,A,2014,15.2855381760988,
JPN,MEATCONSUMP,POULTRY,KG_CAP,A,2015,15.8016358794195,
JPN,MEATCONSUMP,POULTRY,KG_CAP,A,2016,16.248675145048498,
JPN,MEATCONSUMP,POULTRY,KG_CAP,A,2017,17.0029841914053,
JPN,MEATCONSUMP,POULTRY,KG_CAP,A,2018,16.9205122490068,
JPN,MEATCONSUMP,SHEEP,KG_CAP,A,1990,0.7429247176583821,
JPN,MEATCONSUMP,SHEEP,KG_CAP,A,1991,0.7589460270194459,
JPN,MEATCONSUMP,SHEEP,KG_CAP,A,1992,0.7970884912828059,
JPN,MEATCONSUMP,SHEEP,KG_CAP,A,1993,0.6718363941052479,
JPN,MEATCONSUMP,SHEEP,KG_CAP,A,1994,0.562897519937107,
JPN,MEATCONSUMP,SHEEP,KG_CAP,A,1995,0.57628976814218,
JPN,MEATCONSUMP,SHEEP,KG_CAP,A,1996,0.497273497538621,
JPN,MEATCONSUMP,SHEEP,KG_CAP,A,1997,0.43798059091416097,
JPN,MEATCONSUMP,SHEEP,KG_CAP,A,1998,0.419624287520069,
JPN,MEATCONSUMP,SHEEP,KG_CAP,A,1999,0.3522471101580829,
JPN,MEATCONSUMP,SHEEP,KG_CAP,A,2000,0.319752451139788,
JPN,MEATCONSUMP,SHEEP,KG_CAP,A,2001,0.306738258914003,
JPN,MEATCONSUMP,SHEEP,KG_CAP,A,2002,0.293580294764414,
JPN,MEATCONSUMP,SHEEP,KG_CAP,A,2003,0.251973482107453,
JPN,MEATCONSUMP,SHEEP,KG_CAP,A,2004,0.318880975152471,
JPN,MEATCONSUMP,SHEEP,KG_CAP,A,2005,0.363833786102669,
JPN,MEATCONSUMP,SHEEP,KG_CAP,A,2006,0.36650463820846507,
JPN,MEATCONSUMP,SHEEP,KG_CAP,A,2007,0.264263815958774,
JPN,MEATCONSUMP,SHEEP,KG_CAP,A,2008,0.26731973707953,
JPN,MEATCONSUMP,SHEEP,KG_CAP,A,2009,0.269955587785788,
JPN,MEATCONSUMP,SHEEP,KG_CAP,A,2010,0.21645494033369694,
JPN,MEATCONSUMP,SHEEP,KG_CAP,A,2011,0.21817673201419294,
JPN,MEATCONSUMP,SHEEP,KG_CAP,A,2012,0.188131598254764,
JPN,MEATCONSUMP,SHEEP,KG_CAP,A,2013,0.124601076805048,
JPN,MEATCONSUMP,SHEEP,KG_CAP,A,2014,0.140003790333258,
JPN,MEATCONSUMP,SHEEP,KG_CAP,A,2015,0.127247451501212,
